Issue Number,Title,State,Labels,Created At,User,Body,URL
1365,Suggestion: Add CI to automate heavy PR load,open,[],2018-07-29T06:03:12Z,transitive-bullshit,"This would ideally combine [awesome-lint](https://github.com/sindresorhus/awesome-lint) with a linter for the pull requests themselves and the main `awesome` readme.

Related to #1363 and the goal of maintaining Sindre's sanity 💯 

Here's my proposed game plan:
- create a linter based off of `awesome-lint` that lints this repo's `readme.md` to verify formatting and extract all the sub-lists
- this linter validates every awesome list linked to via `awesome-lint`
- maintainers will only consider PRs once they pass this CI step

There will be some existing awesome lists that don't pass `awesome-lint`, so we could whitelist these for now and incrementally fix them until the whitelist can be removed.

This would also put more onus on the `awesome-lint` project which appears to have been inactive for some time.

Possible future extensions:
- Include `awesome-lint` in the default `awesome` list template such that it would be enforced via CI for sub-awesome lists going forwards.

@sindresorhus I'd be happy to spearhead this, since I really believe these lists help countless developers out there every day, and the current gameplan of manual reviewing (even with the help of fellow list-makers) seems sub-optimal.",https://github.com/sindresorhus/awesome/issues/1365
1363,Project status,closed,[],2018-07-28T17:17:12Z,sindresorhus,"I got pretty burned out by this project and haven't been active for many months. This project is called Awesome and lists are expected to be of (awesomely) high-quality. Unfortunately, many submissions were not and required a lot of effort on my part to just comment on things that were already listed in the pull request guidelines. This doesn't scale to one person when there are many new submissions a day.

I'm ready to put some work into this project again, but I need your help.

There's a new requirement for submissions now. When you submit a new list, you're required to review at least 2 other open pull requests. This is my experiment to try to make the Awesome project self-sustaining. [Read more here.](https://github.com/sindresorhus/awesome/blob/master/pull_request_template.md#requirements-for-your-pull-request)

**This requirement also applies to existing submissions, so if you like to see your submission merged, review at least 2 other pull requests and I'll prioritize getting your submission merged.**

Please also go through the [list guidelines](https://github.com/sindresorhus/awesome/blob/master/pull_request_template.md) again on your own submissions. You have probably missed something.",https://github.com/sindresorhus/awesome/issues/1363
1361,List of available data formats (from FME Safe.com),closed,[],2018-07-25T00:18:17Z,ezequias,"Take a look on all this data formats taken from FME at Safe.com.

https://app.box.com/s/ifg745sla1s0ns611v6do8b5oh6vq9cg",https://github.com/sindresorhus/awesome/issues/1361
1360,Wouldn't it be great if there could be one for UX ?,closed,['list request'],2018-07-24T09:10:15Z,mukul23,,https://github.com/sindresorhus/awesome/issues/1360
1359,awesome tor?,closed,['list request'],2018-07-24T08:31:57Z,ralyodio,Does anyone know of an awesome-tor? I know there's more to the .onion world than just drug markets.,https://github.com/sindresorhus/awesome/issues/1359
1354,"Would anyone be interested: ""Awesome list of hardware for Kali Linux""?",closed,['list request'],2018-07-14T14:01:36Z,ghost,"Excuse me for wasting your time if it turns out that there already exists an Awesome List or online database that already covers what I am proposing - I did not take much time in doing sufficient research to know if this is the case - but I just created a new public repo for the purpose of sharing this type of knowledge.

https://github.com/CecileGS/awesome-kali-linux-hardware

In a nutshell... An ""Awesome list of recommended laptops, wifi chipsets, and such for Kali Linux!""

I will admit however, that I am totally new to the editorial/submission process and quality guidelines of the Awesome project. I don't know:
-what license to use
-if there is a styling guideline that I need to follow
-much about Kali Linux, as I have never actually used it before but I am also extremely interested in using it for pentesting; therefore, I will need to enlist the help of security experts and experienced Kali Linux users to make this list a reality
-if this repo is redundant, let alone if this is something that would even be remotely appreciated or wanted by anyone (i.e. I am wasting my time by attempting to solve a problem that does not exist or need a solution to)

Any help, pointers, and tips for me are very much appreciated!! I would also request the green light approval status for me to proceed, from either the maintainer (preferably) or some other high profile contributor to the Awesome project.",https://github.com/sindresorhus/awesome/issues/1354
1338,Awesome Pretty List,closed,[],2018-06-19T16:34:20Z,PaulRosset,"Hello :)

I've built a website to facilitate the browsing, searchability and beautify the awesome list from this repository.
- [Website](https://awesome.paulrossethings.com/)
- [Github](https://github.com/PaulRosset/awesome-list-pretty)

The data that are used on the website are extracted directly from [this repository](https://github.com/sindresorhus/awesome/).
I would really appreciate if you guys tell me about what you think about this ?

I hope this project will improve the awesome list :)",https://github.com/sindresorhus/awesome/issues/1338
1337,.NET is not a language,closed,[],2018-06-19T12:49:25Z,totano,".NET is listed as a language, it should be listed as a platform (the same way JVM is listed as a platform and Java or Scala  as languages)",https://github.com/sindresorhus/awesome/issues/1337
1324,Moving to GitLab?,closed,[],2018-06-04T15:14:12Z,ramnes,,https://github.com/sindresorhus/awesome/issues/1324
1323,Still accepting new entries?,closed,[],2018-06-03T20:38:17Z,aschrijver,"Looking at closed PR's the last merged addition dates back from October 2017 with now 135 PR's pending..

Are you still accepting new entries?",https://github.com/sindresorhus/awesome/issues/1323
1312,Make child windows sticky if parent is sticky,closed,[],2018-05-22T10:42:00Z,nanangarsyad,"I wanted to make the child window to inherit the traits of the parent window.
In my case I made the parent window sticky in hopping I could use it across many tags. But in my surprise the child window popped up from its parent not showing in my current workspace (tag).

Here's the sequences I did, 
1. Open a window (apps) in a specified tag/workspace  (e.g tag 1)
2. Make that window sticky
3. Move to to other tag/workspace
4. Open child window (pop up windows) from parent apps.

Here's the awesome i used.

```
$ awesome --version
awesome v4.2 (Human after all)
 • Compiled against Lua 5.3.3 (running with Lua 5.3)
 • D-Bus support: ✔
 • execinfo support: ✔
 • xcb-randr version: 1.5
 • LGI version: 0.9.2
```

Here's the screen cast,
![awesome-stiky-popup-issue](https://user-images.githubusercontent.com/7588442/40357585-ddd8e418-5de6-11e8-98e4-9e51cdf6f6ab.gif)



Thank you
",https://github.com/sindresorhus/awesome/issues/1312
1306,Proposal to add awesome-db-tools,closed,[],2018-05-18T19:38:49Z,mgramin,"github.com/mgramin/awesome-db-tools

This is a list of database tools (ide, cli, managing, monitoring, migrations, modellers, visualization etc)

",https://github.com/sindresorhus/awesome/issues/1306
1299,Add awesome-ethereum,closed,[],2018-05-15T10:28:21Z,zyfdegh,Add github.com/vinsgo/awesome-ethereum,https://github.com/sindresorhus/awesome/issues/1299
1288,[Suggestion] Add awesome-podcasts,closed,[],2018-05-01T08:18:23Z,skat00sh,"A curated list of podcasts for developers, programmers, AI/ML engineer, Data Scientists.
https://github.com/rShetty/awesome-podcasts",https://github.com/sindresorhus/awesome/issues/1288
1287,[RFC] - Introducing mmarkdown,closed,[],2018-05-01T04:31:29Z,albinotonnina,"I made this little javascript tool recently:

https://github.com/albinotonnina/mmarkdown



What it does is so simple that I will just paste here the description of the project:

mmarkdown:
Interpret mmd fenced code blocks in a markdown file and generate a cooler version of it.
It could be useful for big projects like this one, that rely almost entirely on markdown files as an output.

An example in the wild:
https://github.com/albinotonnina/css-in-js/tree/mmarkdown

Using mmarkdown (and node.js) I made a little app to fetch and process data from npm and github (given a json list of package/repositories) and generate an updated markdown file.

You could add some sort of automation to update the markdown file programmatically.

It could be interesting or not. I thought it was worth showing it to you. 😀

IN THIS PARTICULAR PROJECT, you could make a simple webapp to manage submissions, with sorting and filtering and voting that would output data that mmarkdown would use to generate the awesome readme file.

You could add statistics to the linked resources or augment the data somehow.

What you think about this? 
I would like to start a discussion.",https://github.com/sindresorhus/awesome/issues/1287
1283,I made a tool: mmarkdown,closed,[],2018-04-30T18:07:57Z,albinotonnina,"
# Hello! 
I made this little javascript tool recently: 

https://github.com/albinotonnina/mmarkdown

<img src=""https://user-images.githubusercontent.com/37283/39442518-6670e04a-4ca9-11e8-8a91-22c9ff73e100.png"" width=""128"" />



What it does is so simple that I will just paste here the description of the project:
> mmarkdown:
> Interpret mmd fenced code blocks in a markdown file and generate a cooler version of it.

It could be useful for big projects like this one, that rely almost entirely on markdown files as an output.

An example in the wild:
https://github.com/albinotonnina/css-in-js/tree/mmarkdown

Using mmarkdown (and node.js) I made a little app to fetch and process data from npm and github (given a json list of package/repositories) and generate an updated markdown file. 

You could add some sort of automation to update the markdown file programmatically.

It could be interesting or not. I thought it was worth showing it to you. 😀

Thanks and keep up the great work here!
",https://github.com/sindresorhus/awesome/issues/1283
1282,Adding non-English resources to a themed list?,open,[],2018-04-30T10:26:28Z,ramnes,"Please see this issue on Awesome MongoDB: https://github.com/ramnes/awesome-mongodb/issues/43 

By reading #153 and #1176, I seem to understand that all the non-English resources are supposed to go in separated lists, rather than being regrouped under the main theme list, even if they're not translations but really add to the list.

Can't we do better and be more inclusive to non-English speakers? For example, by adding a country flag in front of all resources, indicating the language of the resource?",https://github.com/sindresorhus/awesome/issues/1282
1281,Adding Back to Top Link,closed,[],2018-04-29T21:51:15Z,a-m-dev,"Hi there ,
this awesome library is very awesome awesome ....
but is has a single problem , which is back to top link after each subject
please any one can handle that 
just simple as it is , it could be so much helpful
what i'm asking is to add a simple back to top link after every Bunch of contents....
thank you very much for creating this awesome awesome awesome library ....
by the way this post should be badged via enhancement tag, but i don't know how to add that tag , so i skipped it ....",https://github.com/sindresorhus/awesome/issues/1281
1266,Add P2P,closed,[],2018-04-06T13:13:09Z,Qamar4P,https://github.com/kgryte/awesome-peer-to-peer,https://github.com/sindresorhus/awesome/issues/1266
1263,project designing,closed,[],2018-04-04T05:27:51Z,bugalee,"i have a project on STORE MANAGEMENT SYSTEM,am working with the interface but it is some kind of hard for me to create a better one...please help!

",https://github.com/sindresorhus/awesome/issues/1263
1258,Offering the option to use flat badges,closed,[],2018-03-29T19:01:50Z,bokub,"In the [awesome manifesto](https://github.com/sindresorhus/awesome/blob/master/awesome.md), two badges are available for awesome lists and mentioned-in-awesome repos, with the following warning: *The badge should not be modified in any way.*

![Awesome](https://awesome.re/badge.svg) ![Mentioned in Awesome Node.js](https://awesome.re/mentioned-badge.svg)

In my humble opinion, this style is starting to look a bit old, and I see a lot of people using the *flat-square* badges from shields.io: ![Flat-square](https://img.shields.io/badge/style-flat--square-brightgreen.svg?longCache=true&style=flat-square) (I use them myself)

I made my own versions of the awesome badges, with a flat style.
I haven't added a single thing, only removed the gradient, the shadows and the round corners.

![Awesome](https://rawgit.com/bokub/95a3fbad9279d4ef34de2b4070622229/raw/badge-flat.svg) ![Mentioned in Awesome Node.js](https://rawgit.com/bokub/95a3fbad9279d4ef34de2b4070622229/raw/mentioned-badge-flat.svg)

The SVG code can be found in [this gist](https://gist.github.com/bokub/95a3fbad9279d4ef34de2b4070622229)

**I think it would be great if people had a choice. What do you think?**",https://github.com/sindresorhus/awesome/issues/1258
1256,Proposal to add awesome-blazor to the list,closed,[],2018-03-29T07:07:56Z,AdrienTorris,"Proposal to add the [awesome-blazor](https://github.com/AdrienTorris/awesome-blazor) repo to the list, in the [Front-End development](https://github.com/sindresorhus/awesome#front-end-development) chapter.

For information, Blazor is an experimental .NET web framework using C#/Razor and HTML that runs in the browser with WebAssembly.",https://github.com/sindresorhus/awesome/issues/1256
1255,"Proposal to add Awesome engineering Vlog (youtube, vimeo etc)",closed,['list request'],2018-03-25T06:15:20Z,hasft,I don't know if this is a good idea or not. But i want to see a list of awesome software engineering vlog,https://github.com/sindresorhus/awesome/issues/1255
1251,Add swag-for-dev?,closed,[],2018-03-21T14:19:29Z,swapagarwal,Creating an issue for people to chime in on whether we should add https://github.com/swapagarwal/swag-for-dev to this list (as per https://github.com/swapagarwal/swag-for-dev/issues/12)..,https://github.com/sindresorhus/awesome/issues/1251
1250,Effective Altruism link 404,closed,[],2018-03-19T17:46:34Z,hexpunk,"The link to the Effective Altruism awesome list is dead.
https://github.com/sheonhan/awesome-effective-altruism

Shall we try to find a fork, resurrect it with the Wayback Machine, or just remove it from the list?",https://github.com/sindresorhus/awesome/issues/1250
1244,Proposal to add awesome-filter to the list,closed,[],2018-03-10T06:57:28Z,dineshresearch,"@sindresorhus
please add https://github.com/dineshresearch/awesome-kalman to Miscellaneous ",https://github.com/sindresorhus/awesome/issues/1244
1236,Proposal to add awesome-nlp to the list,closed,[],2018-03-05T22:53:04Z,keon,"@sindresorhus 
I made the issue #677 some time ago and never really got the time to get back to it.
Since then we have gained active contributors (@NirantK and @the-ethan-hunt) who made the repo up-to-date.
We believe that we are finally ready to submit our repo here and be listed as one of the awesome-lists. 
I think we can replace 'Speech and Natural Language Processing' repo since it has not been updated for more than three years and a lot of its links are not working.

Thanks,
Keon",https://github.com/sindresorhus/awesome/issues/1236
1227,Consider appending `#readme` to all awesome lists links,closed,[],2018-02-26T19:48:11Z,nikitavoloboev,"This will jump straight to the `readme` of the awesome list which is the most important part in an awesome list.

Like for example in [node.js awesome list](https://github.com/sindresorhus/awesome-nodejs#readme).

What do you think?",https://github.com/sindresorhus/awesome/issues/1227
1225,Link in contributing.md directs to non-functional webpage,closed,[],2018-02-24T22:14:40Z,rbstrachan,"In the section **""Adding To This List""** in `contributing.md` there is a link that directs to `titlecapitalization.com`.

---
This website returns `ERR_CONNECTION_REFUSED` when loaded.

Consider replacing link with `capitalizemytitle.com` instead.",https://github.com/sindresorhus/awesome/issues/1225
1221,Spanish translation.,closed,[],2018-02-20T02:40:31Z,jraulhernandezi,"Hi guys, are you interested in a Spanish translation for your project? I´m an active translator at crowding, here is my [Profile](https://crowdin.com/profile/jraulhernandezi)",https://github.com/sindresorhus/awesome/issues/1221
1210,Awesome Websites,closed,[],2018-02-12T05:51:50Z,deadcoder0904,"No, not some other websites

Websites like http://awesomelists.top/

Recently someone launched https://www.prettyawesomelists.com/ & it looks freaking awesome

A simple heading like `View Website Version` or another awesome list would do the job. What do you think?",https://github.com/sindresorhus/awesome/issues/1210
1209,devhints.io - Where in this list would this fit in?,closed,[],2018-02-11T15:14:31Z,flexdinesh,[devhints.io](https://devhints.io/) is an amazing curation of dev cheatsheets and I think it will fit somewhere in this repo but not sure where.,https://github.com/sindresorhus/awesome/issues/1209
1208,About awesome-scalability,closed,[],2018-02-11T02:49:55Z,binhnguyennus,"I've been curating [awesome-scalability](https://github.com/binhnguyennus/awesome-scalability) for a bit shy of one and half months. It's a list of selected readings to illustrate scalability, availability, and stability design patterns in back-end development. So far it's gotten a decent number of stars; wherein your repo would this belong?",https://github.com/sindresorhus/awesome/issues/1208
1206,About license other than creative commons,closed,[],2018-02-06T18:12:42Z,stkw0,"Why other licenses a part from creative commons are not acceptable? 
WTFPL for example is not only a code license, it simply says that everybody is free to do whatever they want with it. So, why WTFPL is not an acceptable license for example?",https://github.com/sindresorhus/awesome/issues/1206
1204,Harbour programming languages,closed,[],2018-02-02T16:41:52Z,ghost,"Hi,

I am sending a request to attach my listed:
https://github.com/rjopek/harbour-list



A programming language Harbour is easy to learn for even a novice developer. Its code is easy to read and you can do a lot of things just by looking at it. Also, you can execute a lot of complex functionalities with ease, thanks to the standard library.

Only for information purposes you can download it here:
[Harbour 3.4](https://github.com/vszakats/harbour-core)
[Harbour 3.2](https://github.com/harbour/core)

Thank you
Rafał
",https://github.com/sindresorhus/awesome/issues/1204
1203,awesome-package-manager ,closed,[],2018-02-02T14:55:08Z,damon-kwok,"awesome-package-manager 
https://github.com/damon-kwok/awesome-package-manager",https://github.com/sindresorhus/awesome/issues/1203
1201,awesome not resizing with Xephyr,closed,[],2018-02-01T14:33:34Z,sant527,"```
$ awesome --version
awesome v4.0 (Harder, Better, Faster, Stronger)
 • Compiled against Lua 5.3.3 (running with Lua 5.3)
 • D-Bus support: ✔
 • execinfo support: ✔
 • RandR 1.5 support: ✔
 • LGI version: 0.9.1

```
`$ Xephyr -br -ac -noreset -host-cursor -resizeable :1`


```
$ DISPLAY=:1 awesome
2018-02-01 20:02:17 /usr/share/awesome/lib/beautiful/xresources.lua:84: W: Failed to get xrdb value 'Xft.dpi'.
stack traceback:
	/usr/share/awesome/lib/beautiful/init.lua:114: in upvalue 'load_font'
	/usr/share/awesome/lib/beautiful/init.lua:133: in local 'set_font'
	/usr/share/awesome/lib/beautiful/init.lua:213: in main chunk
	[C]: in function 'require'
	/usr/share/awesome/lib/beautiful.lua:5: in main chunk
	[C]: in function 'require'
	/usr/share/awesome/lib/awful/tag.lua:12: in main chunk
	[C]: in function 'require'
	/usr/share/awesome/lib/awful/layout/init.lua:20: in main chunk
	[C]: in function 'require'
	/usr/share/awesome/lib/awful/init.lua:41: in main chunk
	[C]: in function 'require'
	/home/simha/.config/awesome/rc.lua:3: in main chunk
2018-02-01 20:02:17 /usr/share/awesome/lib/beautiful/xresources.lua:54: W: Failed to get xrdb value 'background'.
stack traceback:
	/usr/share/awesome/lib/awful/hotkeys_popup/widget.lua:107: in function 'awful.hotkeys_popup.widget.new'
	/usr/share/awesome/lib/awful/hotkeys_popup/widget.lua:460: in upvalue 'get_default_widget'
	/usr/share/awesome/lib/awful/hotkeys_popup/widget.lua:477: in function 'awful.hotkeys_popup.widget.add_hotkeys'
	/usr/share/awesome/lib/awful/hotkeys_popup/keys/vim.lua:171: in main chunk
	[C]: in function 'require'
	/usr/share/awesome/lib/awful/hotkeys_popup/keys/init.lua:11: in main chunk
	[C]: in function 'require'
	/usr/share/awesome/lib/awful/hotkeys_popup/init.lua:12: in main chunk
	[C]: in function 'require'
	/home/simha/.config/awesome/rc.lua:12: in main chunk
2018-02-01 20:02:17 W: beautiful: can't get colorscheme from xrdb (using fallback).
2018-02-01 20:02:17 W: awful: function timer is deprecated, see gears.timer.
stack traceback:
	/usr/share/awesome/lib/awful/util.lua:45: in function 'awful.util.deprecate'
	/usr/share/awesome/lib/awful/init.lua:13: in function 'timer'
	/home/simha/.config/awesome/rc.lua:29: in main chunk
2018-02-01 20:02:17 W: awful: function timer is deprecated, see gears.timer.
stack traceback:
	/usr/share/awesome/lib/awful/util.lua:45: in function 'awful.util.deprecate'
	/usr/share/awesome/lib/awful/init.lua:13: in function 'timer'
	/home/simha/.config/awesome/rc.lua:646: in main chunk

```




![screenshot_20180201_200328](https://user-images.githubusercontent.com/6462531/35683759-f60bb37e-078a-11e8-8800-138070b7d239.png)
",https://github.com/sindresorhus/awesome/issues/1201
1198,Fork Awesome Open Source Games?,closed,['list request'],2018-01-30T15:01:54Z,pokeball99,"@leereilly @sindresorhus 
https://github.com/leereilly/games has not been updated in 9 months with over 90 Pull Requests opened",https://github.com/sindresorhus/awesome/issues/1198
1196,Awesome Geospatial,closed,[],2018-01-27T00:58:10Z,sacridini,"I want to add a geospatial/GIS/Remote Sensing list of tools/resources but I do not know in which category I can add this.

the link to the list: https://github.com/sacridini/Awesome-Geospatial

any thoughts? ",https://github.com/sindresorhus/awesome/issues/1196
1193,Add link to awesome-developer-streams,closed,[],2018-01-25T23:02:12Z,clarkio,"I wanted to open an issue first to make sure you thought it made sense to add here and confirm the correct section it should be under. Would it be appropriate to add in the Miscellaneous section?

https://github.com/bnb/awesome-developer-streams",https://github.com/sindresorhus/awesome/issues/1193
1184,Why is Ripple under decentralized systems? It's centralized.,closed,[],2018-01-15T11:51:37Z,ralphtheninja,,https://github.com/sindresorhus/awesome/issues/1184
1176,awesome-web-security has most of its resources in Chinese,closed,[],2017-12-30T11:16:27Z,n1trux,"… so why does it belong on this list?

https://github.com/qazbnm456/awesome-web-security

@qazbnm456 ",https://github.com/sindresorhus/awesome/issues/1176
1170,Question about list format: can you use tables?,closed,[],2017-12-26T17:00:55Z,dbohdan,"How strict are the stylistic requirements on the list format; do awesome lists have to be bullet-point lists? I have two list-things that are actually mostly Markdown tables:
* https://github.com/dbohdan/structured-text-tools
* https://github.com/dbohdan/automatic-api

Would either qualify as an awesome list with how they use tables right now?

## Small Screenshots of the Lists
<details>
<summary>List 1</summary>
<img src=""https://user-images.githubusercontent.com/3179832/34360977-b3c25998-ea6e-11e7-96af-c8747d78eea3.png"">
</details>
<details>
<summary>List 2</summary>
<img src=""https://user-images.githubusercontent.com/3179832/34360980-bb058e8c-ea6e-11e7-80a5-f498e27199d6.png"">
</details>",https://github.com/sindresorhus/awesome/issues/1170
1165,Awesome wasm,closed,[],2017-12-18T06:58:58Z,rail-ka,"[mbasso/awesome-wasm](https://github.com/mbasso/awesome-wasm) - Awesome WebAssembly (wasm) list.
I did not find a mention of wasm, and also WebAssembly in the repository, I suggest adding this repository to the list, it is currently the only list.
I also suggest discussing what category the technology falls into.",https://github.com/sindresorhus/awesome/issues/1165
1153,"""HEIC Converter"" mentioned in README is not actually free",closed,[],2017-11-30T08:22:01Z,magicgoose,"Free software should have a free license (GPL for example). But the license for the ""HEIC Converter"" cannot be found anywhere.

If the application is only available on Mac App Store and no source code is published, then it's [by definition not free](https://www.gnu.org/philosophy/free-sw.en.html) (maybe only free as in free beer). Please fix the README.",https://github.com/sindresorhus/awesome/issues/1153
1151,Awesome-cl-software,closed,[],2017-11-27T06:13:32Z,azzamsa,"This is a list of awesome application software built with Common Lisp.

https://github.com/azzamsa/awesome-cl-software",https://github.com/sindresorhus/awesome/issues/1151
1148,Remove codesponsor from README by 8th Dec 17,closed,[],2017-11-25T10:33:10Z,ucg8j,See [here](http://mailchi.mp/f9b57b5ea377/code-sponsor-is-shutting-down-on-december-8) for announcement from codesponsor,https://github.com/sindresorhus/awesome/issues/1148
1147,In need of help: awesome-cli (and soon awesome-bot),closed,[],2017-11-24T03:16:25Z,jacc,"I saw something about creating a bot that would detect if a list is suitable for posting. I've quickly created awesome-cli to do just that. Currently it only checks if the README is there, but when I wake up I will do much more. Please contribute! https://github.com/jacc/awesome-cli",https://github.com/sindresorhus/awesome/issues/1147
1146,Request For Comments: Awesome UNIX,closed,[],2017-11-23T20:12:46Z,sirredbeard,"Awesome UNIX is a new Awesome list that disambiguates the terminology surrounding *NIX (UNIX, UNIX-like, Linux, etc.); introduces users and programmers to UNIX philosophy; and provides a curated, detailed list of active *NIX projects to explore, links to the community, and historical references.

I am seeking constructive feedback and pull requests from the Awesome community to help further mature the list before it is eligible to be formally submitted for inclusion on the main Awesome list [in about 30 days](https://github.com/sindresorhus/awesome/blob/master/create-list.md). Again, I am not yet submitting it for inclusion on main Awesome list.

Thank you for your help in advance. In order to save @sindresorhus's inbox, please submit list feedback by opening [issues on the list](https://github.com/sirredbeard/Awesome-UNIX/issues) or by creating pull requests, not below. Thank you again.",https://github.com/sindresorhus/awesome/issues/1146
1140,Help wanted - awesome-discord,closed,[],2017-11-21T01:22:21Z,jacc,"Looking for people to help expand my list for Discord!

https://github.com/jacc/awesome-discord

<sub>Sent with <a href=""http://githawk.com"">GitHawk</a></sub>",https://github.com/sindresorhus/awesome/issues/1140
1138,Awesome Presentations,closed,[],2017-11-20T10:20:38Z,Flipez,"Hi guys,

It would be nice to have a awesome list of presentation frameworks which helps the presenter to create easy and nice slides, present them and so on..

If there is no such list (maybe I missed it?) I could create one.

Cheers",https://github.com/sindresorhus/awesome/issues/1138
1118,broken link in contributing.md,closed,[],2017-10-30T23:59:47Z,lgg,"https://github.com/sindresorhus/awesome/blob/master/contributing.md

>Here is a write up on how to change a Pull Request, and the different ways you can do that.

`https://github.com/RichardLitt/docs/blob/master/amending-a-commit-guide.md`
is broken, 404",https://github.com/sindresorhus/awesome/issues/1118
1109,Alphabatize,closed,[],2017-10-25T19:17:58Z,Mrashes,"Hey all,

I was looking through the readme and find it kind of sprawling.  Could I contribute by alphabetizing the list to make it easier to read?

-Max",https://github.com/sindresorhus/awesome/issues/1109
1104,Awesome comments list,closed,['list request'],2017-10-23T02:26:53Z,dimaqq,"I'd love to see a reference for awesome comments.
Project-/module-/file-/class-/function-level, doesn't matter what language.

Basically whenever I gotta write or improve an X level comment, I'd like to come here and see good examples.",https://github.com/sindresorhus/awesome/issues/1104
1101,Awesome mentioned in a science journal,closed,[],2017-10-19T13:32:15Z,sindresorhus,"Leaving it here in case anyone is interested in reading it:

### [The appropriation of GitHub for curation](https://peerj.com/articles/cs-134.pdf)

> GitHub is a widely used online collaborative software development environment. In this paper, we describe curation projects as a new category of GitHub project that collects, evaluates, and preserves resources for software developers.

> We investigate:
> 1. what motivates software developers to curate resources;
> 2. why curation has occurred on GitHub;
> 3. how curated resources are used by software developers; and
> 4. how the GitHub platform could better support these practices.

> We conduct in-depth interviews with 16 software developers, each of whom hosts curation projects on GitHub. Our results suggest that the motivators that inspire software developers to curate resources on GitHub are similar to those that motivate them to participate in the development of open source projects. Convenient tools (e.g., Markdown syntax and Git version control system) and the opportunity to address professional needs of a large number of peers attract developers to engage in curation projects on GitHub. Benefits of curating on GitHub include learning opportunities, support for development work, and professional interaction. However, curation is limited by GitHub’s document structure, format, and a lack of key features, such as search. In light of this, we propose design possibilities to encourage and improve appropriations of GitHub for curation.

---

Feel free to discuss it below if desired.
",https://github.com/sindresorhus/awesome/issues/1101
1088,Awesome Hacking,closed,[],2017-10-10T17:05:50Z,Chan9390,"Hey @sindresorhus ,

I wanted to include [**Awesome Hacking**](https://github.com/Hack-with-Github/Awesome-Hacking) repository under *Security* category, but there already exists another repository named *Hacking*.

Any idea on how to add the repo to the list ?",https://github.com/sindresorhus/awesome/issues/1088
1072,Help wanted adding a list,closed,[],2017-09-29T20:32:39Z,rivermont,"I would like to add the [Hack-with-Github/Awesome-Hacking](https://github.com/Hack-with-Github/Awesome-Hacking) list, but have a couple problems.

* It's not mine. Therefore I can't edit things like GitHub topics.
* Incorrect formatting. Awesome-Hacking does not conform to most of the guidelines required to be on *this* list, but I don't feel comfortable redesigning their entire list just to have it here.
* List of lists. Are lists of other lists of actual things accepted here? Can't really tell.

Thanks!",https://github.com/sindresorhus/awesome/issues/1072
1065,[question] Add travis CI to verify links in readme.md on PR,closed,[],2017-09-24T17:31:50Z,brgnepal,"Hi @sindresorhus ,

It would be great if we setup Travis CI to quickly verify the links at least. I have read the issue #683 and found quite lot of tasks to be done there . Setting CI is very quick and do most of important work of verifying links.

Let me know WDYT about it? Happy to send PR for it. ",https://github.com/sindresorhus/awesome/issues/1065
1063,Policy on replacing a link?,open,[],2017-09-23T15:42:43Z,vmbrasseur,"The Speaking entry currently points to [matteofigus' repo](https://github.com/matteofigus/awesome-speaking), but the [Public_Speaking repo](https://github.com/vmbrasseur/Public_Speaking) is more comprehensive (and in fact includes the matteofigus one) and also comes with a community for providing assistance.

Is there a policy about replacing a link? I don't see one in contributing.md, but perhaps it's elsewhere?",https://github.com/sindresorhus/awesome/issues/1063
1057,Add Apps for Live Streaming,closed,[],2017-09-20T17:36:27Z,m-garanin,"1) OBS (free, open source): obsproject.com
2) JustBroadcaster : www.justbroadcaster.com ",https://github.com/sindresorhus/awesome/issues/1057
1051,"Add Awesome Mac, 1.4w+ Star",closed,[],2017-09-19T04:15:23Z,jaywcjlove,"> [Awesome Mac](https://github.com/jaywcjlove/awesome-mac) 1.4w+ Star

This repo is a collection of awesome Mac applications and tools for developers and designers.",https://github.com/sindresorhus/awesome/issues/1051
